estimate,lower,upper,des_effect,se,n,age,var,survey_id,kp,survey_id2,sex,iso3,year,totpop,genpop_estimate,ageratio
0.00332815230028447,-0.0195960669480488,0.0262523715486178,18.6412905884478,0.0116962451499908,2,43,age1,SWZ2020BBS,FSW,SWZ2020BBS_FSW,female,SWZ,2020,6061.8291,0.010799824005082807,0.30816727186647813
0.0090542279970472,-0.0146315121428181,0.0327399681369125,7.35723889033103,0.0120847833565797,5,44,age1,SWZ2020BBS,FSW,SWZ2020BBS_FSW,female,SWZ,2020,5627.44434,0.010025919152092125,0.9030820875069434
0.0112144262292194,0.00446862534626868,0.0179602271121702,0.482869871565751,0.00344179838821568,5,46,age1,SWZ2020BBS,FSW,SWZ2020BBS_FSW,female,SWZ,2020,4744.09863,0.00845214033941578,1.326814957972474
8.68213643552472e-4,-0.0164679759299564,0.0182044032170613,40.7661938673671,0.00884515721220108,1,47,age1,SWZ2020BBS,FSW,SWZ2020BBS_FSW,female,SWZ,2020,4275.08984,0.007616548918859756,0.1139904243774553
0.00173642728710494,-0.00317194808441105,0.00664480265862094,1.63536976328676,0.00250431916618501,1,48,age1,SWZ2020BBS,FSW,SWZ2020BBS_FSW,female,SWZ,2020,3795.98535,0.006762970883800182,0.25675510318465605
0.00108526705444059,-0.0145951494806408,0.0167656835895219,26.6865483233306,0.00800035952638237,1,49,age1,SWZ2020BBS,FSW,SWZ2020BBS_FSW,female,SWZ,2020,3327.53247,0.005928369878853642,0.18306331700248873
0.00173642728710494,-0.00109682908230307,0.00456968365651295,0.544894186794877,0.00144556552658945,1,52,age1,SWZ2020BBS,FSW,SWZ2020BBS_FSW,female,SWZ,2020,2100.97144,0.003743114729464311,0.4638990286449076
9.64681826169413e-4,-0.00824445443144716,0.010173818083786,10.3541657220663,0.00469862524528872,1,54,age1,SWZ2020BBS,FSW,SWZ2020BBS_FSW,female,SWZ,2020,1849.92969,0.003295855878513202,0.292695391342352
0.0267800467174223,-0.017405515238494,0.0709656086733387,6.27911042226039,0.0225440683116865,3,18,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,12239.65918,0.022074703611145042,1.213155437516345
0.0555685969386514,0.024849643890638,0.0862875499866648,1.50720615621678,0.0156732232277331,16,19,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11880.89844,0.02142766459752971,2.5933109362304294
0.0961850011267419,0.0641938969994567,0.128176105254027,0.986804792104572,0.0163222918276188,22,20,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11621.76855,0.020960313715089645,4.588910377686612
0.101006118002722,0.0875201505045066,0.114492085500938,0.167887936299457,0.00688072209723816,25,21,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11456.44727,0.020662150326473533,4.888461094647402
0.0897131565033649,0.0600699685040801,0.11935634450265,0.901934715307231,0.0151243534233825,23,22,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11375.57227,0.020516289103681595,4.372776970045041
0.0611265193327831,0.035668102037560503,0.0865849366280056,0.946641963361787,0.0129892270960259,13,23,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11391.11621,0.020544323206870524,2.975348407308005
0.0685229131880711,0.0347698668689,0.102275959507242,1.49615864337381,0.0172212584442423,19,24,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11461.55762,0.02067136704239186,3.3148709056129455
0.0624478099975448,0.00934109410892333,0.115554525886166,4.0378103374674,0.027095761099449,26,25,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11493.7998,0.020729517073925435,3.012506744602102
0.0523804961389582,0.0369475121423701,0.0678134801355464,0.40221281430589,0.0078741161155621,19,26,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11386.86816,0.020536661682697646,2.550584751712072
0.0512058581109824,0.0287254316848633,0.0736862845371016,0.871920997915019,0.0114698160800106,23,27,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,11068.11816,0.0199617836021421,2.565194530286737
0.0396741432850702,0.0221511284946727,0.0571971580754676,0.675540148324501,0.00894047795195054,19,28,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,10528.88867,0.018989262145859286,2.089293569193333
0.0290967332985327,-0.00268558173757252,0.0608790483346379,2.99716429630288,0.0162157648236397,14,29,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,9819.08398,0.017709101650936854,1.643038358018201
0.0264081016241248,0.0117663483451163,0.0410498549031333,0.698926850138084,0.00747041955592081,13,30,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,9027.70312,0.01628181534572839,1.6219384057228663
0.00811903003655186,-0.0311547183216182,0.0473927783947219,16.0546443651557,0.0200379949162109,4,31,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,8226.55664,0.014836916363246092,0.5472181575859163
0.0503092933194243,0.0264873919735404,0.0741311946653081,0.995593673080644,0.0121542546362015,17,32,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,7471.79248,0.013475669707331047,3.733342714095685
0.0302763305944192,8.7926759183482e-5,0.0604647344296548,2.60188894998511,0.0154025298798131,8,33,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,6899.40869,0.01244335317545243,2.433132787241521
0.0165993781637356,-0.0300063136051534,0.0632050699326246,11.153606262007,0.0237788511097697,8,34,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,6549.88965,0.0118129819289181,1.4051810341892113
0.0147502796999136,-0.0198357304845629,0.0493362898843901,6.89944320286632,0.0176462478174531,6,35,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,6400.19385,0.011542999704067192,1.2778549838060136
0.0161721726565767,-0.00289143675375434,0.0352357820669078,1.91461951239238,0.00972651005870638,9,36,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,6359.88672,0.011470304220060595,1.4099166287405815
0.0174305216353749,-0.0133374972488108,0.0481985405195606,4.63324326195924,0.0156982572776234,6,37,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,6297.75195,0.01135824173437162,1.5346144273922004
0.00937301635109782,-0.00491036004144713,0.0236563927436428,1.84175527769911,0.00728757084579636,6,38,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,6208.84668,0.011197897605841823,0.8370335826439437
0.0181509205529196,-0.00166690342325947,0.0379687445290987,1.84726086577783,0.0101113204796106,7,39,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,6095.39893,0.010993290155603878,1.6510908286785362
0.0185972546648766,-0.00390687615175008,0.0411013854815033,2.32588410297867,0.0114819103790358,4,40,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,5891.36133,0.010625300370979059,1.7502803700186569
0.0107120186869689,-0.00803107126836261,0.0294551086423005,2.77874064859303,0.00956297671955947,4,42,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,5121.11963,0.009236139366869752,1.159793963849567
0.0138363574706682,0.00392761002131876,0.0237451049200177,0.603151549161445,0.00505557628992594,4,44,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,4231.99561,0.007632569453164868,1.8128046597638114
0.00573858143944765,-0.00525838931556481,0.0167355521944601,1.77664514401531,0.00561080246461423,2,50,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,3542.21631,0.006388525531624637,0.898263834282321
0.00981935046305486,-0.0136131188650605,0.0332518197911702,4.73367686586178,0.0119555611801786,2,56,age1,SWZ2020BBS,MSM,SWZ2020BBS_MSM,male,SWZ,2020,2027.09827,0.00365595094134924,2.6858540009377143
9.13767764436406e-4,-0.0293821382961116,0.0312096738249844,337.353965006041,0.0154573789618168,1,16,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,459937.9375,0.01664846435165093,0.05488600901174366
0.00596994939431785,5.89597246403731e-4,0.011350301542232,1.63684657779115,0.00274512806885925,7,17,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,483781,0.01751151639346132,0.34091561576854573
0.0111523180011929,-0.00584100837240684,0.0281456443747926,8.7865622055175,0.00867022379372322,12,18,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,481209,0.017418417201546008,0.6402601265172965
0.0192535219241819,0.00613563069094991,0.032371413157414,3.05786174320906,0.00669292463366893,22,19,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,490787.0313,0.017765115091969638,1.0837825606255187
0.0315792875259244,0.0246429537948019,0.0385156212570468,0.527898343351694,0.00353901081133906,43,20,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,499479,0.01807973999948255,1.7466671272279475
0.0320549731764291,0.0193906016589883,0.0447193446938699,1.73451439866162,0.0064615327716916,41,21,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,508409.0313,0.01840298210593996,1.7418358063871977
0.0566730370903642,0.0440784791912916,0.0692675949894369,0.995597631834947,0.00642591292412358,70,22,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,516327,0.018689590382604326,3.0323316846533808
0.0713468420046923,0.0601149329513146,0.08257875105807,0.638903985059947,0.00573067114598714,88,23,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,522808,0.018924184419464026,3.7701409172122724
0.0690473414808083,0.0492134283388773,0.0888812546227392,2.05352025635661,0.0101195293884879,79,24,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,528408.9375,0.019126922660217593,3.609955595440401
0.0577448734923661,0.0407455073609394,0.0747442396237928,1.78213355619965,0.00867330535944309,71,25,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,531643,0.019243986659188677,3.000671041558528
0.0569767059845709,0.0447995038288473,0.0691539081402945,0.926044824596278,0.00621297240754208,68,26,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,534207.0625,0.019336798535849003,2.9465428767300996
0.0458402477217195,0.0443106803117434,0.0473698151316956,0.0179484078322977,7.80405875843198e-4,66,27,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,534994.9375,0.019365317402812565,2.3671312361274177
0.062290164005017,0.0520362712636106,0.0725440567464234,0.604013061357297,0.00523167406252756,82,28,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,532069.0625,0.01925940892763946,3.2342718428717445
0.059134524407285,0.0393625033130173,0.0789065455015527,2.35770912616805,0.0100879512328935,76,29,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,516642,0.018700992499810127,3.162106204143197
0.0459274728698328,0.0347584546686374,0.0570964910710283,0.955284636061573,0.00569858338688633,59,30,age1,ZAF2014BBS,FSW,ZAF2014BBS_FSW,female,ZAF,2014,503915.9375,0.018240344702370865,2.5179059726795177
